Date,Time,Value,Timestamp,Note
11/07/2025,10:12:04,1,1.75222E+12,
11/07/2025,10:13:31,-1,1.75222E+12,
11/07/2025,10:13:53,1,1.75222E+12,
11/07/2025,10:15:20,-1,1.75222E+12,
11/07/2025,10:15:40,1,1.75222E+12,
11/07/2025,10:17:18,-1,1.75222E+12,
11/07/2025,10:17:34,1,1.75222E+12,
11/07/2025,10:19:00,-1,1.75222E+12,
11/07/2025,10:19:23,1,1.75222E+12,
