Date,Time,Value,Timestamp,Note
11/07/2025,09:59:40,1,1.75222E+12,
11/07/2025,10:00:20,-1,1.75222E+12,
11/07/2025,10:01:35,1,1.75222E+12,
11/07/2025,10:02:12,-1,1.75222E+12,
11/07/2025,10:03:20,1,1.75222E+12,
11/07/2025,10:04:00,-1,1.75222E+12,
11/07/2025,10:05:10,1,1.75222E+12,
11/07/2025,10:05:50,-1,1.75222E+12,
11/07/2025,10:07:00,1,1.75222E+12,
11/07/2025,10:07:40,-1,1.75222E+12,
11/07/2025,10:08:50,1,1.75222E+12,
