Date,Time,Value,Timestamp,Note
14/07/2025,13:43:31,1,1.75E+12,
14/07/2025,13:42:39,-1,1.75E+12,
14/07/2025,13:41:41,1,1.75E+12,
14/07/2025,13:40:49,-1,1.75E+12,
14/07/2025,13:39:52,1,1.75E+12,
14/07/2025,13:38:59,-1,1.75E+12,
14/07/2025,13:38:01,1,1.75E+12,
